Date,City,Temperature_C,Humidity_Pct,Rainfall_mm,WindSpeed_kmh,AirPressure_hPa,WeatherCondition,ExtremeEvent
2023-01-24,Mumbai,29.0,33.0,11.9,8.5,997.8,Rainy,None
2023-01-24,Kolkata,28.5,78.4,32.8,7.6,1014.0,Rainy,None
2023-01-25,Chennai,30.7,78.5,1.9,4.5,1022.1,Clear,None
2023-01-25,Bangalore,34.9,87.2,12.7,6.2,1014.0,Rainy,None
2023-01-25,Kolkata,40.3,93.5,2.9,6.7,1023.6,Sunny,Heatwave
2023-01-25,Mumbai,24.8,60.5,37.8,9.6,1015.3,Rainy,None
2023-01-25,Bangalore,32.7,90.8,25.7,4.2,1006.3,Rainy,None
2023-01-26,Chennai,19.0,56.5,15.5,14.6,1015.2,Rainy,None
2023-01-26,Mumbai,13.9,82.7,5.3,17.8,1001.4,Clear,None
2023-01-26,Chennai,27.7,74.8,4.1,10.6,1018.6,Clear,None
2023-01-26,Kolkata,24.7,64.6,7.7,23.1,1013.1,Clear,None
2023-01-26,Chennai,27.6,73.5,0.6,25.2,1014.2,Clear,None
2023-01-27,Bangalore,27.0,40.9,4.6,8.8,1006.8,Clear,None
2023-01-27,Chennai,34.1,50.4,2.5,3.1,1020.7,Clear,None
2023-01-27,Mumbai,27.9,56.5,6.6,8.5,1003.3,Clear,None
2023-01-27,Kolkata,32.8,74.2,13.3,15.5,1010.7,Rainy,None
2023-01-27,Chennai,26.0,75.9,3.1,1.8,1018.0,Clear,None
2023-01-28,Chennai,29.1,77.4,2.2,3.7,1016.1,Clear,None
2023-01-28,Bangalore,42.6,49.6,10.4,5.8,1004.6,Rainy,Heatwave
2023-01-28,Delhi,29.5,70.1,4.5,5.4,1016.1,Clear,None
2023-01-28,Delhi,25.6,69.4,4.5,16.9,1029.7,Clear,None
2023-01-28,Kolkata,30.9,60.0,3.9,2.1,1013.7,Clear,None
2023-01-29,Delhi,24.4,43.2,3.1,11.3,1015.1,Clear,None
2023-01-29,Chennai,36.1,55.1,20.4,6.2,1008.0,Rainy,None
2023-01-29,Kolkata,31.1,82.3,0.2,12.1,1014.2,Clear,None
2023-01-29,Mumbai,21.5,63.2,15.5,19.3,1005.6,Rainy,None
2023-01-29,Bangalore,32.9,84.9,18.8,6.4,1012.2,Rainy,None
2023-01-30,Chennai,22.2,48.0,10.0,1.1,1008.8,Clear,None
2023-01-30,Kolkata,27.5,52.7,33.6,16.2,1016.3,Rainy,None
2023-01-30,Bangalore,33.7,74.6,6.6,11.7,1021.6,Clear,None
2023-01-30,Bangalore,33.6,56.9,16.0,5.9,1014.9,Rainy,None
2023-01-30,Bangalore,29.1,65.5,1.0,6.2,1019.5,Clear,None
2023-01-31,Kolkata,32.3,77.4,7.1,5.4,1015.8,Clear,None
2023-01-31,Bangalore,32.8,79.4,23.2,4.0,1019.0,Rainy,None
2023-01-31,Bangalore,23.2,73.3,5.9,15.6,1006.4,Clear,None
2023-01-31,Kolkata,31.5,42.6,9.9,6.9,1023.5,Clear,None
2023-01-31,Delhi,27.1,59.8,4.8,13.5,1013.0,Clear,None
2023-02-01,Delhi,22.7,63.0,12.2,13.3,1015.0,Rainy,None
2023-02-01,Chennai,24.3,38.9,8.8,4.7,1010.5,Clear,None
2023-02-01,Bangalore,28.5,83.8,5.9,8.6,1007.0,Clear,None
2023-02-01,Mumbai,32.8,46.7,13.7,18.3,1011.0,Rainy,None
2023-02-01,Chennai,25.2,44.6,0.3,25.8,1016.6,Clear,None
2023-02-02,Delhi,30.7,78.2,0.0,9.4,1013.7,Clear,None
2023-02-02,Bangalore,27.5,74.9,14.8,7.4,1016.7,Rainy,None
2023-02-02,Bangalore,34.7,83.6,3.5,1.9,1016.5,Clear,None
2023-02-02,Kolkata,28.6,64.7,8.0,17.6,1021.2,Clear,None
2023-02-02,Kolkata,30.2,57.7,8.9,13.4,1004.8,Clear,None
2023-02-03,Chennai,34.5,62.6,11.0,12.1,1010.5,Rainy,None
2023-02-03,Bangalore,27.0,69.1,2.9,7.3,1017.4,Clear,None
2023-02-03,Kolkata,30.9,62.5,7.1,5.3,1007.5,Clear,None
2023-02-03,Bangalore,27.2,97.3,3.9,13.7,1006.4,Clear,None
2023-02-03,Kolkata,25.1,63.2,2.2,9.1,1000.5,Clear,None
2023-02-04,Mumbai,23.3,88.4,2.7,17.1,1001.6,Clear,None
2023-02-04,Mumbai,36.5,66.8,3.3,22.8,1012.5,Sunny,None
2023-02-04,Bangalore,26.7,47.9,26.0,20.8,1014.9,Rainy,None
2023-02-04,Delhi,20.1,52.6,10.5,9.2,1010.0,Rainy,None
2023-02-04,Bangalore,27.3,38.5,5.4,23.0,1005.2,Clear,None
2023-02-05,Delhi,29.7,54.8,30.3,6.1,1009.1,Rainy,None
2023-02-05,Bangalore,26.2,67.6,7.1,9.2,1005.1,Clear,None
2023-02-05,Mumbai,21.0,65.5,4.0,2.0,1015.9,Clear,None
2023-02-05,Delhi,37.0,47.8,4.7,15.2,1002.3,Sunny,None
2023-02-05,Mumbai,37.9,70.3,3.1,24.4,1008.4,Sunny,None
2023-02-06,Bangalore,26.4,77.1,18.3,9.5,1009.3,Rainy,None
2023-02-06,Chennai,29.0,58.3,0.3,11.7,1003.2,Clear,None
2023-02-06,Bangalore,31.9,78.5,30.4,16.3,1007.1,Rainy,None
2023-02-06,Chennai,32.2,93.3,3.9,3.8,1016.5,Clear,None
2023-02-06,Kolkata,31.1,43.5,5.8,38.8,1011.0,Clear,None
2023-02-07,Chennai,36.7,75.1,2.6,18.2,1019.7,Sunny,None
2023-02-07,Bangalore,14.2,58.9,12.3,3.1,1011.7,Rainy,None
2023-02-07,Bangalore,25.4,35.1,16.6,15.3,1016.8,Rainy,None
2023-02-07,Kolkata,30.2,65.1,1.2,12.1,1006.2,Clear,None
2023-02-07,Mumbai,11.2,67.0,3.6,12.6,1031.0,Clear,None
2023-02-08,Chennai,24.0,87.0,20.3,10.2,1010.5,Rainy,None
2023-02-08,Delhi,34.7,90.7,0.1,9.0,1004.3,Clear,None
2023-02-08,Mumbai,33.2,62.9,23.2,7.7,1012.1,Rainy,None
2023-02-08,Kolkata,14.3,65.0,40.0,11.2,998.0,Rainy,None
2023-02-08,Bangalore,32.2,99.1,1.9,16.4,1008.5,Clear,None
2023-02-09,Chennai,39.3,54.2,24.3,9.9,1008.5,Rainy,None
2023-02-09,Kolkata,24.4,65.3,1.8,11.5,1008.7,Clear,None
2023-02-09,Kolkata,24.1,58.7,7.4,31.1,1013.9,Clear,None
2023-02-09,Bangalore,27.4,84.8,20.3,14.4,1019.0,Rainy,None
2023-02-09,Chennai,18.4,51.6,19.2,11.5,1007.3,Rainy,None
2023-02-10,Kolkata,20.8,70.6,3.2,9.4,1015.0,Clear,None
2023-02-10,Kolkata,25.1,40.2,7.0,20.8,1010.3,Clear,None
2023-02-10,Kolkata,34.6,79.5,2.8,19.6,1017.0,Clear,None
2023-02-10,Bangalore,31.4,64.5,10.2,30.7,1009.6,Rainy,None
2023-02-10,Mumbai,30.3,82.7,2.8,8.3,1020.6,Clear,None
2023-02-11,Kolkata,20.9,46.2,15.9,4.2,1004.9,Rainy,None
2023-02-11,Mumbai,20.2,45.6,3.1,15.7,1016.1,Clear,None
2023-02-11,Mumbai,24.0,81.1,7.7,20.3,1018.5,Clear,None
2023-02-11,Chennai,21.0,77.2,23.9,10.8,1015.9,Rainy,None
2023-02-11,Mumbai,40.8,75.7,4.3,6.3,1014.9,Sunny,Heatwave
2023-02-12,Delhi,20.9,61.3,6.0,10.8,1022.7,Clear,None
2023-02-12,Chennai,25.3,78.5,9.2,7.9,1015.6,Clear,None
2023-02-12,Chennai,30.2,57.1,3.1,16.0,1021.3,Clear,None
2023-02-12,Chennai,29.5,47.6,9.2,2.1,1015.5,Clear,None
2023-02-12,Mumbai,26.5,62.6,21.6,6.9,1014.1,Rainy,None
2023-02-13,Bangalore,35.9,71.4,21.0,10.6,1014.6,Rainy,None
2023-02-13,Kolkata,25.4,63.6,1.0,26.2,1005.8,Clear,None
2023-02-13,Chennai,21.2,61.7,52.0,5.4,1010.6,Rainy,Torrential Downpour
2023-02-13,Kolkata,32.9,58.5,5.1,6.0,1009.1,Clear,None
2023-02-13,Kolkata,32.8,63.8,2.4,21.0,1014.9,Clear,None
2023-02-14,Chennai,21.0,79.5,77.1,34.4,1012.0,Rainy,Torrential Downpour
2023-02-14,Kolkata,23.2,63.7,21.7,11.0,1014.4,Rainy,None
2023-02-14,Kolkata,25.7,56.6,40.7,9.9,1015.9,Rainy,None
2023-02-14,Chennai,19.8,45.9,6.2,11.7,1019.4,Clear,None
2023-02-14,Bangalore,25.7,60.6,31.9,11.6,1023.4,Rainy,None
2023-02-15,Mumbai,19.8,91.9,3.5,26.6,1013.2,Clear,None
2023-02-15,Kolkata,15.2,71.6,21.6,15.4,1017.5,Rainy,None
2023-02-15,Kolkata,35.2,46.9,30.0,2.8,1011.4,Rainy,None
2023-02-15,Kolkata,31.6,56.3,4.3,17.2,1016.4,Clear,None
2023-02-15,Delhi,28.2,74.5,6.9,15.2,1005.9,Clear,None
2023-02-16,Chennai,23.1,58.7,6.5,18.6,1012.5,Clear,None
2023-02-16,Bangalore,31.2,107.8,7.8,3.7,1012.6,Clear,None
2023-02-16,Bangalore,27.1,88.1,10.4,6.3,1011.2,Rainy,None
2023-02-16,Mumbai,24.0,62.3,9.7,11.8,1017.3,Clear,None
2023-02-16,Bangalore,28.2,46.6,11.9,11.0,1002.9,Rainy,None
2023-02-17,Chennai,33.7,51.3,3.0,4.3,1013.5,Clear,None
2023-02-17,Mumbai,33.3,66.1,1.1,19.2,1015.4,Clear,None
2023-02-17,Chennai,35.7,58.2,3.5,8.9,1016.9,Sunny,None
2023-02-17,Chennai,21.3,88.3,9.2,4.1,1018.3,Clear,None
2023-02-17,Kolkata,24.5,74.1,7.1,17.8,1008.6,Clear,None
2023-02-18,Mumbai,15.3,84.3,35.9,21.9,1006.0,Rainy,None
2023-02-18,Mumbai,25.8,74.5,6.2,2.6,1011.6,Clear,None
2023-02-18,Mumbai,29.4,71.0,5.8,11.9,997.5,Clear,None
2023-02-18,Mumbai,34.0,54.4,37.7,8.9,1029.4,Rainy,None
2023-02-18,Kolkata,31.5,61.0,12.5,4.5,1016.2,Rainy,None
2023-02-19,Delhi,28.1,44.2,4.7,7.6,1016.0,Clear,None
2023-02-19,Mumbai,17.2,88.3,17.0,17.9,1021.2,Rainy,None
2023-02-19,Kolkata,24.6,62.9,2.8,5.2,1016.9,Clear,None
2023-02-19,Mumbai,15.9,47.2,0.9,8.7,1012.3,Clear,None
2023-02-19,Mumbai,28.5,60.5,4.9,11.1,1012.0,Clear,None
2023-02-20,Mumbai,21.7,82.2,15.0,25.9,1022.1,Rainy,None
2023-02-20,Kolkata,32.7,78.7,33.0,18.1,1001.8,Rainy,None
2023-02-20,Bangalore,37.0,45.7,12.6,10.6,1015.6,Rainy,None
2023-02-20,Chennai,23.8,105.6,5.3,22.5,1020.1,Clear,None
2023-02-20,Bangalore,30.3,64.3,50.0,9.0,1013.6,Rainy,None
2023-02-21,Bangalore,20.0,76.1,11.0,22.1,1012.6,Rainy,None
2023-02-21,Bangalore,29.3,70.6,14.6,14.8,1013.8,Rainy,None
2023-02-21,Mumbai,31.1,65.9,11.6,10.3,1009.1,Rainy,None
2023-02-21,Mumbai,29.0,73.0,2.0,16.6,1015.4,Clear,None
2023-02-21,Chennai,22.5,61.0,4.7,23.1,1005.1,Clear,None
2023-02-22,Chennai,19.7,64.8,14.5,2.0,1013.7,Rainy,None
2023-02-22,Mumbai,20.7,82.4,1.5,21.3,1008.9,Clear,None
2023-02-22,Delhi,29.0,69.0,22.6,21.5,1008.7,Rainy,None
2023-02-22,Chennai,28.3,69.0,3.0,32.6,1011.6,Clear,None
2023-02-22,Delhi,15.8,49.9,7.8,7.2,1004.9,Clear,None
2023-02-23,Delhi,32.0,66.7,3.0,10.4,1020.8,Clear,None
2023-02-23,Mumbai,21.5,83.2,8.7,2.6,1004.8,Clear,None
2023-02-23,Kolkata,28.8,60.9,1.5,6.7,1004.6,Clear,None
2023-02-23,Delhi,27.7,61.0,5.9,21.1,1015.3,Clear,None
2023-02-23,Mumbai,26.1,77.7,3.3,2.7,1009.6,Clear,None
2023-02-24,Bangalore,20.0,53.0,5.9,5.1,1009.6,Clear,None
2023-02-24,Bangalore,28.0,76.1,4.3,5.5,1017.3,Clear,None
2023-02-24,Chennai,20.6,68.8,50.0,5.6,1004.5,Rainy,None
2023-02-24,Chennai,25.6,87.8,7.0,15.0,1000.5,Clear,None
2023-02-24,Kolkata,25.0,75.7,6.6,8.1,1014.2,Clear,None
2023-02-25,Mumbai,39.3,55.8,6.1,21.5,1009.4,Sunny,None
2023-02-25,Chennai,31.4,80.9,6.3,12.7,1018.8,Clear,None
2023-02-25,Bangalore,30.3,51.3,11.5,10.7,1015.8,Rainy,None
2023-02-25,Delhi,33.0,84.2,14.1,9.0,1003.5,Rainy,None
2023-02-25,Kolkata,20.9,67.0,17.0,0.8,1020.1,Rainy,None
2023-02-26,Bangalore,17.3,78.9,1.4,9.1,1008.6,Clear,None
2023-02-26,Kolkata,16.4,57.9,6.6,7.9,1000.6,Clear,None
2023-02-26,Bangalore,28.3,69.8,5.8,7.6,1016.6,Clear,None
2023-02-26,Delhi,22.8,44.9,1.0,12.6,1013.0,Clear,None
2023-02-26,Bangalore,25.8,35.2,9.3,13.8,1015.2,Clear,None
2023-02-27,Delhi,29.0,41.8,0.5,6.0,1013.7,Clear,None
2023-02-27,Bangalore,33.1,75.2,12.4,24.4,1020.9,Rainy,None
2023-02-27,Delhi,30.2,28.1,9.9,13.8,1005.3,Clear,None
2023-02-27,Kolkata,23.6,58.2,6.7,9.1,1010.5,Clear,None
2023-02-27,Bangalore,36.5,58.3,32.6,15.3,1012.6,Rainy,None
2023-02-28,Mumbai,36.1,89.1,28.6,16.8,1004.4,Rainy,None
2023-02-28,Mumbai,38.5,73.4,1.5,5.0,1011.4,Sunny,None
2023-02-28,Mumbai,31.8,69.5,11.8,7.6,1012.4,Rainy,None
2023-02-28,Delhi,39.1,53.8,8.8,12.9,1007.0,Sunny,None
2023-02-28,Chennai,23.6,53.8,24.6,3.2,1013.6,Rainy,None
2023-03-01,Bangalore,30.5,74.8,30.7,4.5,1004.8,Rainy,None
2023-03-01,Kolkata,24.9,79.6,7.8,6.3,1023.1,Clear,None
2023-03-01,Bangalore,25.7,29.9,1.0,14.1,1006.2,Clear,None
2023-03-01,Delhi,37.2,68.0,34.1,9.2,1014.6,Rainy,None
2023-03-01,Mumbai,22.0,41.8,13.4,5.0,1019.4,Rainy,None
2023-03-02,Delhi,19.8,66.1,4.0,8.4,1021.0,Clear,None
2023-03-02,Mumbai,22.6,53.4,1.7,8.0,1015.9,Clear,None
2023-03-02,Bangalore,18.6,84.1,9.4,5.5,1012.0,Clear,None
2023-03-02,Mumbai,31.8,77.2,4.1,10.7,1016.1,Clear,None
2023-03-02,Chennai,33.9,70.4,23.8,22.6,1011.1,Rainy,None
2023-03-03,Mumbai,28.9,60.2,0.3,22.6,1025.0,Clear,None
2023-03-03,Bangalore,24.7,69.9,28.8,14.1,1023.3,Rainy,None
2023-03-03,Kolkata,21.0,63.1,19.8,19.2,1023.5,Rainy,None
2023-03-03,Chennai,28.1,53.7,47.7,16.9,1018.8,Rainy,None
2023-03-03,Chennai,23.5,90.2,2.0,8.8,1016.9,Clear,None
2023-03-04,Chennai,17.4,85.8,11.6,20.6,1015.8,Rainy,None
2023-03-04,Bangalore,23.2,64.3,6.5,3.5,1009.5,Clear,None
2023-03-04,Kolkata,21.2,79.5,4.8,6.6,1005.5,Clear,None
2023-03-04,Kolkata,29.6,78.5,15.5,3.6,1014.7,Rainy,None
2023-03-04,Delhi,33.4,68.8,3.4,10.3,1009.1,Clear,None
2023-03-05,Delhi,31.4,45.6,25.1,8.2,1010.7,Rainy,None
2023-03-05,Mumbai,31.1,72.0,18.6,5.0,1025.2,Rainy,None
2023-03-05,Delhi,28.2,58.6,7.8,13.8,1003.4,Clear,None
2023-03-05,Chennai,27.2,69.9,2.2,16.1,1010.4,Clear,None
2023-03-05,Bangalore,30.2,90.1,6.5,19.3,1023.2,Clear,None
2023-03-06,Delhi,23.0,67.2,1.9,9.9,1007.2,Clear,None
2023-03-06,Delhi,26.6,39.8,12.9,14.4,1010.1,Rainy,None
2023-03-06,Mumbai,36.5,46.5,8.7,9.1,1016.8,Sunny,None
2023-03-06,Chennai,22.4,86.7,16.6,15.3,1005.0,Rainy,None
2023-03-06,Chennai,32.1,64.2,4.5,8.8,1018.4,Clear,None
2023-03-07,Kolkata,37.3,65.4,7.7,16.2,1011.8,Sunny,None
2023-03-07,Mumbai,21.1,92.4,30.0,5.8,1004.6,Rainy,None
2023-03-07,Chennai,25.6,47.0,7.6,13.6,1010.9,Clear,None
2023-03-07,Kolkata,27.4,60.9,15.8,9.3,1021.1,Rainy,None
2023-03-07,Mumbai,22.3,90.1,8.3,9.3,1019.1,Clear,None
2023-03-08,Delhi,22.6,50.0,39.9,13.9,1016.6,Rainy,None
2023-03-08,Chennai,21.1,87.2,18.1,3.9,1024.9,Rainy,None
2023-03-08,Bangalore,33.3,76.8,2.2,7.5,1014.9,Clear,None
2023-03-08,Kolkata,27.3,61.2,17.8,9.8,1018.5,Rainy,None
2023-03-08,Kolkata,28.7,50.7,11.0,2.6,1023.4,Rainy,None
2023-03-09,Delhi,19.4,60.9,5.3,12.3,1007.8,Clear,None
2023-03-09,Kolkata,29.5,48.3,3.5,12.3,1011.2,Clear,None
2023-03-09,Delhi,19.9,73.9,5.8,13.9,1011.5,Clear,None
2023-03-09,Delhi,20.2,67.4,10.5,7.3,1000.9,Rainy,None
2023-03-09,Delhi,26.0,56.9,22.8,27.4,1006.2,Rainy,None
2023-03-10,Chennai,33.9,77.9,0.6,10.8,1010.1,Clear,None
2023-03-10,Mumbai,34.4,73.8,31.2,6.9,1017.7,Rainy,None
2023-03-10,Delhi,29.7,75.5,30.6,8.1,1010.8,Rainy,None
2023-03-10,Chennai,23.8,39.7,13.1,20.6,1008.3,Rainy,None
2023-03-10,Delhi,35.1,46.3,17.4,14.4,1014.9,Rainy,None
